school_name_std,address,city,zip,county,FedCong,included_in_program,registered,n_incidents,had_incident,n_disp_return,perc_disp_return
dewey elem academy of fine arts,5415 S Union Ave,Chicago,60609 5244,Cook,07,1,1,0,0,NA,NA
dewey elem school,1551 Wesley Ave,Evanston,60201 4121,Cook,09,1,NA,0,0,NA,NA
dewitt livingstn logan mclean roe,201 E Grove St Ste 300,Bloomington,61701 7628,N/A,NA,0,NA,0,0,NA,NA
diamond lake school,25807 N Diamond Lake Rd,Mundelein,60060 9415,Lake,10,1,NA,0,0,NA,NA
diekman elem school,15121 Dorchester Ave,Dolton,60419 2941,Cook,02,1,1,0,0,NA,NA
dieterich elem school,205 S Pine St,Dieterich,62424 0187,Effingham,12,1,NA,0,0,NA,NA
dieterich jr sr high school,108 W Church St,Dieterich,62424 0187,Effingham,12,1,1,0,0,NA,NA
dillon elementary school,1901 8th Ave,Rock Falls,61071 2967,Whiteside,17,1,1,1,1,1,1
dimmick comm cons sd 175,297 N 33rd Rd,La Salle,61301 9728,La Salle,14,1,NA,0,0,NA,NA
diploma degree north campus,5407 N University St,Peoria,61614 6301,Peoria,NA,0,NA,0,0,NA,NA
directions program,6S331 Cornwall Rd,Naperville,60540 3635,Dupage,NA,0,NA,0,0,NA,NA
dirksen elem school,8601 W Foster Ave,Chicago,60656 2721,Cook,08,1,1,0,0,NA,NA
dirksen elementary school,1000 Koch St,Pekin,61554 5885,Tazewell,16,1,NA,0,0,NA,NA
dirksen junior high school,203 S Midland Ave,Joliet,60436 1305,Will,14,1,NA,0,0,NA,NA
disney elem magnet school,4140 N Marine Dr,Chicago,60613 2311,Cook,09,1,1,0,0,NA,NA
disney ii elem school,3815 N Kedvale Ave,Chicago,60641 3113,Cook,05,1,1,1,1,1,1
disney ii magnet hs,3900 N Lawndale Ave,Chicago,60618 3108,Cook,03,1,1,3,1,2,0.666666666666667
dist 206 alternative high school,100 W 10th St,Chicago Heights,60411 2002,Cook,02,1,NA,0,0,NA,NA
district 126 early childhood center,12250 S Orchard Ave,Alsip,60803,Cook,06,1,1,0,0,NA,NA
transition pathways high school,904 S Milwaukee Ave Ste B,Libertyville,60048 3215,Lake,10,0,NA,0,0,NA,NA
district 158 early childhood center,10910 Reed Rd,Lk In The Hls,60156 1093,McHenry,11,1,NA,0,0,NA,NA
district 45 early childhood center,251 W Jackson St,Villa Park,60181,Dupage,06,1,1,0,0,NA,NA
district 45 early education center,251 W Jackson St,Villa Park,60181,Dupage,06,0,NA,0,0,NA,NA
district 7 alternative school,6148 Center Grove Rd,Edwardsville,62025 3308,Madison,13,0,NA,0,0,NA,NA
district 99 early childhood center,5330 W 35th St,Cicero,60804 4409,Cook,04,1,1,0,0,NA,NA
dixon elem school,8306 S Saint Lawrence Ave,Chicago,60619 5791,Cook,01,1,1,0,0,NA,NA
dixon high school,300 Lincoln Statue Dr,Dixon,61021 2030,Lee,16,1,1,0,0,NA,NA
dolan ctr maryville farm campus,10104 Farm School Rd,Durand,61024 9725,Winnebago,16,1,NA,0,0,NA,NA
don d shute elem school,300 Briarbrook Dr,East Peoria,61611 4435,Tazewell,16,1,NA,0,0,NA,NA
donald c parker early educ center,808 Harlem Rd,Machesney Park,61115 2514,Winnebago,16,1,NA,0,0,NA,NA
dongola elementary school,1000 High St,Dongola,62926 0190,Union,12,1,1,0,0,NA,NA
dongola high school,1000 High St,Dongola,62926 0190,Union,12,1,1,0,0,NA,NA
dongola jr high school,1000 High St,Dongola,62926 0190,Union,12,1,1,0,0,NA,NA
donovan elem school,2561 E US Highway 52,Donovan,60931 8060,Iroquois,02,1,NA,0,0,NA,NA
donovan jr high school,600 North St,Donovan,60931 0186,Iroquois,02,1,NA,0,0,NA,NA
donovan sr high school,600 North St,Donovan,60931 0186,Iroquois,02,1,NA,0,0,NA,NA
dore elem school,7134 W 65Th St,Chicago,60638 4604,Cook,06,1,1,0,0,NA,NA
dorn elementary school,7840 W 92nd St,Hickory Hills,60457 2012,Cook,06,1,1,0,0,NA,NA
dorothy simon elem school,309 S Benton St,Winnebago,61088 9576,Winnebago,17,1,1,0,0,NA,NA
dorris intermediate sch,1841 Vandalia St,Collinsville,62234 4854,Madison,13,1,NA,0,0,NA,NA
douglas elem school,905 E Main St,Clinton,61727 1804,Dewitt,15,1,1,0,0,NA,NA
douglas elem school,125 Carlyle Ave,Belleville,62220 3905,Saint Clair,13,1,NA,0,0,NA,NA
douglas elementary school,220 E Lasalle St,Princeton,61356 1443,Bureau,16,1,1,0,0,NA,NA
douglas school,444 W Reynolds St,Springfield,62702 5028,Sangamon,13,1,NA,0,0,NA,NA
douglass academy high school,543 N Waller Ave,Chicago,60644 1451,Cook,07,1,1,0,0,NA,NA
dr andy hall early educ ctr,301 S 17th St,Mount Vernon,62864 4405,Jefferson,12,1,NA,0,0,NA,NA
dr bessie rhodes sch global studies,3701 Davis St,Skokie,60076 1744,Cook,09,1,NA,0,0,NA,NA
dr donald wharton elem school,7555 W 64th St,Summit,60501 1925,Cook,04,1,1,15,1,13,0.866666666666667
dr howard elem school,110 N. James,Champaign,61821,Champaign,13,1,1,8,1,6,0.75
dr julian rogus school,20027 S 88th Ave,Frankfort,60423 8551,Will,01,1,1,0,0,NA,NA
dr kenneth m sorrick school,7825 W 103rd St,Palos Hills,60465 1676,Cook,06,1,1,0,0,NA,NA
dr maude a sanders primary school,1907 W Forrest Hill Ave,Peoria,61604 1919,Peoria,17,1,1,0,0,NA,NA
dr ml king jr literary and fine arts sch,2424 Lake St,Evanston,60201 3932,Cook,09,1,NA,0,0,NA,NA
dr nick osborne primary center,401 N 30th St,Mount Vernon,62864 2355,Jefferson,12,1,NA,0,0,NA,NA
dr preston l williams jr elementary school,2102 E Washington St,Urbana,61802 4520,Champaign,13,1,NA,0,0,NA,NA
dr abby fox rooney elementary school,4900 Columbus Rd,Quincy,62305,Adams,15,1,1,1,1,0,0
dr c t vivian primary school,918 W Florence Ave,Peoria,61604 1304,Peoria,17,1,1,0,0,NA,NA
dr james mitchem early childhood center,753 Dalhart Ave,Romeoville,60446 1156,Will,11,1,1,0,0,NA,NA
drake elem school,2710 S Dearborn St,Chicago,60616 2684,Cook,07,1,1,0,0,NA,NA
drauden point middle school,1911 Drauden Rd,Plainfield,60586 5669,Will,14,1,1,11,1,11,1
dream academy,46 S Gifford St,Elgin,60120 6522,Kane,08,0,NA,0,0,NA,NA
dream academy,251 Amarillo Dr,Carpentersville,60110 1147,Kane,08,0,NA,0,0,NA,NA
drexel elem school,5407 W 36th St,Cicero,60804 4432,Cook,04,1,1,0,0,NA,NA
drummond elem school,1845 W Cortland St,Chicago,60622 1036,Cook,05,1,1,1,1,1,1
dryden elem school,722 S Dryden Pl,Arlington Heights,60005 2764,Cook,05,1,1,1,1,0,0
du quoin elementary school,845 E Jackson St,Du Quoin,62832 3871,Perry,12,1,NA,0,0,NA,NA
du quoin high school,500 E South St,Du Quoin,62832 2338,Perry,12,1,NA,0,0,NA,NA
du quoin middle school,845 E Jackson St,Du Quoin,62832 3871,Perry,12,1,NA,0,0,NA,NA
dubois elem school,330 E 133rd St,Chicago,60827 1807,Cook,02,1,1,0,0,NA,NA
dubois elem school,120 S Lincoln Ave,Springfield,62704 1601,Sangamon,13,1,1,2,1,2,1
dujardin elementary school,166 Euclid Ave,Bloomingdale,60108 1634,Dupage,08,1,NA,0,0,NA,NA
dulles elem school,6311 S Calumet Ave,Chicago,60637 3198,Cook,01,1,1,0,0,NA,NA
dunbar elem school,1835 Tudor Ave,East Saint Louis,62207 2150,Saint Clair,13,1,NA,0,0,NA,NA
dunbar vocational career acad hs,3000 S King Dr,Chicago,60616 3452,Cook,01,1,1,0,0,NA,NA
dundee highlands elem school,407 S 5th St,West Dundee,60118 2840,Kane,08,1,NA,0,0,NA,NA
dundee middle school,4200 W Main St,Dundee,60118 9415,Kane,08,1,NA,0,0,NA,NA
dundee crown high school,1500 Kings Rd,Carpentersville,60110 1480,Kane,08,1,NA,0,0,NA,NA
dunlap grade school,301 S 1st St,Dunlap,61525 0366,Peoria,16,1,1,0,0,NA,NA
dunlap high school,5220 W Legion Hall Rd,Dunlap,61525 0365,Peoria,16,1,1,1,1,0,0
dunlap middle school,5200 W Cedar Hills Dr,Dunlap,61525 0366,Peoria,16,1,1,0,0,NA,NA
dunlap valley middle school,13120 N State Route 91,Dunlap,61525 9747,Peoria,16,1,1,1,1,0,0
dunne technology acad elem sch,10845 S Union Ave,Chicago,60628 3115,Cook,01,1,1,0,0,NA,NA
dupage alop,848 N Mill Rd,Addison,60101 1257,N/A,NA,0,NA,0,0,NA,NA
dupage area occup educ sys,301 S Swift Rd,Addison,60101 1495,Dupage,NA,0,NA,0,0,NA,NA
dupage roe,421 N County Farm Rd,Wheaton,60187 3978,N/A,NA,0,NA,0,0,NA,NA
dupo high school,600 Louisa Ave,Dupo,62239 1469,Saint Clair,13,1,NA,0,0,NA,NA
dupo jr high school,600 Louisa Ave,Dupo,62239 1469,Saint Clair,13,1,NA,0,0,NA,NA
durand elem school,200 W South St,Durand,61024 9403,Winnebago,16,1,NA,0,0,NA,NA
durand high school,200 W South St,Durand,61024 9403,Winnebago,16,1,NA,0,0,NA,NA
durand jr high school,200 W South St,Durand,61024 9403,Winnebago,16,1,NA,0,0,NA,NA
durkin park elem school,8445 S Kolin Ave,Chicago,60652 3131,Cook,04,1,1,0,0,NA,NA
dvorak technology acad elem sch,3615 W 16th St,Chicago,60623 2001,Cook,07,1,1,0,0,NA,NA
dwight common school,801 S Columbia St,Dwight,60420 1347,Livingston,02,1,NA,0,0,NA,NA
dwight d eisenhower elem school,700 N Schoenbeck Rd,Prospect Heights,60070 1231,Cook,09,1,1,0,0,NA,NA
dwight d eisenhower jhs,800 Hassell Rd,Hoffman Estates,60169 2656,Cook,08,1,1,0,0,NA,NA
dwight high school,801 S Franklin St,Dwight,60420 1339,Livingston,02,1,NA,0,0,NA,NA
ea region iii k 8 clip prg,1000 3Rd St,East Alton,62024 1605,Madison,13,0,NA,0,0,NA,NA
eagle pointe elementary school,24562 Norwood Dr,Plainfield,60585 5571,Will,14,1,1,3,1,3,1
eagle ridge school,2002 Eagle Ridge Dr,Silvis,61282 1779,Rock Island,17,1,NA,0,0,NA,NA
eagle ridge vocational del sys,950 Us Highway 20 W,Elizabeth,61028 9333,NA,NA,0,NA,0,0,NA,NA
eagleview elementary school,113 S Rapp Ave,Columbia,62236 2326,Monroe,12,1,1,0,0,NA,NA
earhart elem opt for knowl school,1710 E 93rd St,Chicago,60617 3697,Cook,01,1,1,0,0,NA,NA
earl h hanson elem school,4000 9th St,Rock Island,61201 6722,Rock Island,17,1,NA,0,0,NA,NA
earl pritchett school,200 Horatio Blvd,Buffalo Grove,60089 1842,Lake,10,1,1,0,0,NA,NA
earle elem school,2040 W 62nd St,Chicago,60636 2153,Cook,07,1,1,0,0,NA,NA
earlville elem school,415 W Union St,Earlville,60518 0539,La Salle,14,1,NA,0,0,NA,NA
earlville jr sr high school,415 W Union St,Earlville,60518 0539,La Salle,14,1,NA,0,0,NA,NA
early childhood,401 S 8th St,Quincy,62301 4149,Adams,15,1,NA,0,0,NA,NA
early childhood,130 W Madison St,Elmhurst,60126 4838,Dupage,06,1,1,0,0,NA,NA
early childhood,6008 Godfrey Rd,Godfrey,62035 2408,Madison,13,1,NA,0,0,NA,NA
early childhood,936 W Michigan Ave,Jacksonville,62650 3113,Morgan,15,0,NA,0,0,NA,NA
early childhood center,200 S Century Blvd,Rantoul,61866 2363,Champaign,02,1,NA,0,0,NA,NA
early childhood cntr,333 E 142Nd St,Dolton,60419 1109,Cook,02,1,NA,0,0,NA,NA
early childhood cntr lincoln primary,3519 Wilcox Ave,Bellwood,60104 2174,Cook,07,1,NA,0,0,NA,NA
early childhood dev cntr,278 E Indian Trl,Aurora,60505 1733,Kane,11,1,NA,0,0,NA,NA
early childhood education center,543 N Wood Dale Rd,Wood Dale,60191 1535,Dupage,08,1,1,0,0,NA,NA
early childhood facility,882 W Nippersink Rd,Round Lake,60073 3701,Lake,NA,1,NA,0,0,NA,NA
early learning center,10000 Dee Rd,Des Plaines,60016,Cook,05,1,1,2,1,0,0
early learning center,300 E Forest Ave,West Chicago,60185 3528,Dupage,03,1,NA,0,0,NA,NA
early learning center,3224 S Banker St,Effingham,62401 2910,Effingham,12,1,1,0,0,NA,NA
early learning center,1721 N McAree Rd,Waukegan,60085 1434,Lake,10,1,1,0,0,NA,NA
early learning center,2501 S 1st St,Springfield,62704 4722,Sangamon,13,1,1,0,0,NA,NA
early step pre school,1217 14th St,Fulton,61252 1182,Whiteside,17,1,1,0,0,NA,NA
ease program,350 W 154Th St,South Holland,60473 1229,Cook,02,1,NA,0,0,NA,NA
east alton middle school,1000 3rd St,East Alton,62024 1605,Madison,13,1,1,0,0,NA,NA
east alton wood river high sch,777 N Wood River Ave,Wood River,62095 1227,Madison,13,1,1,0,0,NA,NA
east aurora hs rssp,1685 N Farnsworth Ave,Aurora,60505 1509,N/A,NA,0,NA,0,0,NA,NA
east coloma nelson elem sch,1602 Dixon Rd,Rock Falls,61071 1913,Whiteside,17,1,1,0,0,NA,NA
east dubuque elem school,100 N School Rd,East Dubuque,61025 1174,Jo Daviess,16,1,NA,0,0,NA,NA
east dubuque high school,200 Parklane Dr,East Dubuque,61025 9597,Jo Daviess,16,1,NA,0,0,NA,NA
east dubuque jr high,200 Parklane Dr,East Dubuque,61025 9597,Jo Daviess,16,1,NA,0,0,NA,NA
east elementary school,2913 Elim Ave,Zion,60099 3209,Lake,10,1,1,0,0,NA,NA
east elementary school,1035 Washington Ave,Alton,62002 2802,Madison,13,1,1,0,0,NA,NA
east high school,500 Tomcat Ln,Aurora,60505 5006,Kane,14,1,NA,0,0,NA,NA
east leyden high school,3400 Rose St,Franklin Park,60131 2155,Cook,03,1,1,6,1,6,1
east moline early learning center,3100 4Th Ave,East Moline,61244 1901,Rock Island,17,1,NA,0,0,NA,NA
east moline education center,3555 19th St,East Moline,61244 2909,Rock Island,NA,0,NA,0,0,NA,NA
east peoria high school,1401 E Washington St,East Peoria,61611 2863,Tazewell,16,1,NA,0,0,NA,NA
east prairie elem school,7616 E Prairie Rd,Skokie,60076 3718,Cook,09,1,NA,1,1,1,1
east prairie middle school,409 S Prairie St,Tuscola,61953 1770,Douglas,15,1,1,0,0,NA,NA
east side elementary school,501 E Randolph St,Mc Leansboro,62859 1564,Hamilton,12,1,1,0,0,NA,NA
east side intermediate school,315 E Church St,Harrisburg,62946 1708,Saline,12,1,NA,0,0,NA,NA
east st louis senior high school,4901 State St,East Saint Louis,62205 1356,Saint Clair,13,1,1,0,0,NA,NA
east st louis lincoln middle school,12 S 10th St,East Saint Louis,62201,Saint Clair,13,1,NA,0,0,NA,NA
east view academy school,4209 State Route 71,Oswego,60543 8342,Kendall,14,1,NA,0,0,NA,NA
eastern il efe system,121 S 17Th St Fl 3,Mattoon,61938 3915,Coles,NA,0,NA,0,0,NA,NA
eastland elementary school,601 S Chestnut St,Shannon,61078 9015,Carroll,17,1,1,0,0,NA,NA
eastland jr sr high school,500 S School Dr,Lanark,61046 1352,Carroll,17,1,1,0,0,NA,NA
eastlawn elem school,650 N Maplewood Dr,Rantoul,61866 1714,Champaign,02,1,NA,0,0,NA,NA
eastview elem school,540 Longwood Dr,Algonquin,60102 3051,Kane,09,1,NA,0,0,NA,NA
eastview elementary school,1490 E Myrtle St,Canton,61520 1519,Fulton,17,1,NA,0,0,NA,NA
eastview middle school,321 N Oak Ave,Bartlett,60103 4051,Kane,03,1,NA,0,0,NA,NA
eastwood elem school,1030 3rd St,East Alton,62024 1605,Madison,13,1,1,0,0,NA,NA
eberhart elem school,3400 W 65th Pl,Chicago,60629 3402,Cook,04,1,1,1,1,1,1
ebinger elem school,7350 W Pratt Ave,Chicago,60631 1121,Cook,09,1,1,0,0,NA,NA
echo deaf and hard of hearing program,300 West 154th Street,South Holland,60473,Cook,NA,1,NA,0,0,NA,NA
echo juvenile detention ctr program,409 E Washington St,Benton,62812 2180,N/A,NA,0,NA,0,0,NA,NA
echo school,350 W 154Th St,South Holland,60473 1229,Cook,02,1,1,2,1,1,0.5
ecse am pm wood dale dist 7,543 N Wood Dale Rd,Wood Dale,60191 1535,Dupage,08,0,NA,0,0,NA,NA
edgar a poe elem school,2800 N Highland Ave,Arlington Heights,60004 2116,Cook,05,1,1,0,0,NA,NA
edgebrook elem school,6525 N Hiawatha Ave,Chicago,60646 2938,Cook,05,1,1,13,1,12,0.923076923076923
edgebrook elem school,701 N Green St,Mchenry,60050 5517,McHenry,11,1,1,0,0,NA,NA
edgewood elem school,7900 Woodridge Dr,Woodridge,60517 3824,Dupage,11,1,NA,0,0,NA,NA
edgewood middle school,929 Edgewood Rd,Highland Park,60035 4623,Lake,10,1,1,0,0,NA,NA
edinburg elem school,100 E Martin St,Edinburg,62531 9713,Christian,15,1,NA,0,0,NA,NA
edinburg high school,100 E Martin St,Edinburg,62531 9713,Christian,15,1,NA,0,0,NA,NA
edinburg jr high school,100 E Martin St,Edinburg,62531 9713,Christian,15,1,NA,0,0,NA,NA
edison elem regional gifted cntr,4929 N Sawyer Ave,Chicago,60625 5008,Cook,03,1,1,0,0,NA,NA
edison elem school,2101 N Vermilion St,Danville,61832 1731,Vermilion,02,1,NA,0,0,NA,NA
edison elem school,246 S Fair Ave,Elmhurst,60126 3600,Dupage,04,1,1,0,0,NA,NA
edison elem school,4100 Scoville Ave,Stickney,60402 4428,Cook,04,1,1,1,1,1,1
edison elementary school,521 S Pearl St,Macomb,61455 3044,McDonough,17,1,1,0,0,NA,NA
edison jr high school,4141 9th St,Rock Island,61201 6753,Rock Island,17,1,NA,0,0,NA,NA
edison junior high school,1400 Earl St,Pekin,61554 2221,Tazewell,16,1,NA,0,0,NA,NA
edison middle school,306 W Green St,Champaign,61820 5007,Champaign,13,1,1,0,0,NA,NA
edison middle school,1125 S Wheaton Ave,Wheaton,60189 6485,Dupage,03,1,1,0,0,NA,NA
edison park elem school,6220 N Olcott Ave,Chicago,60631 1815,Cook,05,1,1,0,0,NA,NA
edison primary school,1991 E Maple St,Kankakee,60901 5719,Kankakee,02,1,NA,0,0,NA,NA
edith m smith middle school,930 New York St,Waukegan,60085 2722,Lake,10,1,1,0,0,NA,NA
edna keith elem school,400 4th Ave,Joliet,60433 1906,Will,14,1,NA,0,0,NA,NA
edna rollins elem school,950 Kane St,Aurora,60505 3756,Kane,11,1,NA,0,0,NA,NA
educ for employment sys 330,2400 W Bradley Ave # A113,Champaign,61821 1806,Champaign,NA,0,NA,0,0,NA,NA
educare of west dupage,851 Pearl Rd,West Chicago,60185 3716,Dupage,NA,1,NA,0,0,NA,NA
edw glt hlt hdn pop sln wbh wn wh roe,512 N Main St,Harrisburg,62946 1056,N/A,NA,0,NA,0,0,NA,NA
edward j tobin elem school,8501 Narragansett Ave,Burbank,60459 2474,Cook,04,1,1,0,0,NA,NA
edwards county high school,361 W Main St,Albion,62806 1011,Edwards,12,1,NA,0,0,NA,NA
edwards elem school,4815 S Karlov Ave,Chicago,60632 4123,Cook,04,1,1,9,1,8,0.888888888888889
edwardsville high school,6161 Center Grove Rd,Edwardsville,62025 3307,Madison,13,1,NA,0,0,NA,NA
edwin a lee elementary school,1201 Bunn Ave,Springfield,62703 5362,Sangamon,13,1,1,0,0,NA,NA
effingham high school,1301 W Grove Ave,Effingham,62401 1994,Effingham,12,1,1,0,0,NA,NA
effingham junior high school,600 S Henrietta St,Effingham,62401 1951,Effingham,12,1,1,0,0,NA,NA
effingham unit 40 preschool,215 N 1St St,Effingham,62401 3424,Effingham,12,1,NA,0,0,NA,NA
egyptian elem school,20023 Diswood Rd,Tamms,62988 3234,Alexander,12,1,1,1,1,1,1
egyptian jr high school,20023 Diswood Rd,Tamms,62988 3234,Alexander,12,1,1,0,0,NA,NA
egyptian sr high school,20023 Diswood Rd,Tamms,62988 3234,Alexander,12,1,1,0,0,NA,NA
eisenhower academy,406 Burke Dr,Joliet,60433 2114,Will,14,1,NA,0,0,NA,NA
eisenhower coop dhh program,5318 135Th St,Crestwood,60418 1504,Cook,06,0,NA,0,0,NA,NA
eisenhower elem school,1901 W Lafayette Ave,Jacksonville,62650 1010,Morgan,15,1,1,0,0,NA,NA
eisenhower high school,1200 S 16th St,Decatur,62521 3801,Macon,13,1,1,16,1,12,0.75
eisenhower jr high school,1410 75th St,Darien,60561 4405,Dupage,06,1,NA,0,0,NA,NA
eisenhower middle school,3525 Spring Creek Rd,Rockford,61107 1151,Winnebago,17,1,NA,0,0,NA,NA
eisenhower school,16001 Minerva Ave,South Holland,60473 1776,Cook,02,1,NA,0,0,NA,NA
el paso gridley high school,600 N Elm St,El Paso,61738 1077,Woodford,16,1,1,2,1,2,1
el sierra elem school,6835 Fairmount Ave,Downers Grove,60516 3633,Dupage,06,1,1,0,0,NA,NA
elden d finley jr high school,10835 Lombard Ave,Chicago Ridge,60415 2110,Cook,06,1,NA,0,0,NA,NA
eldorado elem school,1100 Alexander St,Eldorado,62930 2328,Saline,12,1,NA,0,0,NA,NA
eldorado high school,2200 Illinois Ave,Eldorado,62930 1851,Saline,12,1,NA,0,0,NA,NA
eldorado middle school,1907 1st St,Eldorado,62930 2103,Saline,12,1,NA,0,0,NA,NA
elgin high school,1200 Maroon Dr,Elgin,60120 8145,Kane,03,1,NA,0,0,NA,NA
elgin math and science academy charter school,1600 Dundee Ave,Elgin,60120 1608,Kane,08,1,NA,0,0,NA,NA
elizabeth blackwell elem school,345 N Walnut Ln,Schaumburg,60194 3864,Cook,08,1,1,4,1,4,1
elizabeth eichelberger elem sch,12450 Essington Rd,Plainfield,60585 9404,Will,14,1,1,3,1,1,0.333333333333333
elizabeth graham elem school,900 W Edwards St,Springfield,62704 1839,Sangamon,13,1,1,0,0,NA,NA
elizabeth ide elem school,2000 Manning Rd,Darien,60561 4393,Dupage,06,1,1,0,0,NA,NA
elizabeth meyer school,8100 Tripp Ave,Skokie,60076 3250,Cook,09,1,1,1,1,1,1
elizabeth morris elem school,1500 Andrews Dr,Cahokia,62206 2403,Saint Clair,13,1,1,2,1,2,1
elk grove high school,500 W Elk Grove Blvd,Elk Grove Village,60007 4272,Cook,08,1,1,0,0,NA,NA
ellington elem school,243 N Parkside Ave,Chicago,60644 2243,Cook,07,1,1,1,1,0,0
ellis elem school,250 Illini Dr,Belleville,62223 3322,Saint Clair,12,1,1,0,0,NA,NA
ellis elementary school,222 S Central Ave,Rockford,61102 2011,Winnebago,17,1,NA,0,0,NA,NA
ellis middle school,225 S Liberty St,Elgin,60120 6708,Kane,08,1,NA,0,0,NA,NA
ellsworth elem school,145 N Sleight St,Naperville,60540 4739,Dupage,11,1,1,0,0,NA,NA
elm elem school,15W201 60th St,Burr Ridge,60527 6982,Dupage,06,1,1,0,0,NA,NA
elm middle school,7607 W Cortland St,Elmwood Park,60707 3646,Cook,03,1,1,0,0,NA,NA
elmer h franzen intermediate sch,730 Catalpa Ave,Itasca,60143 1465,Dupage,08,1,NA,0,0,NA,NA
elmwood elem school,2319 N 76th Ave,Elmwood Park,60707 3027,Cook,03,1,1,0,0,NA,NA
elmwood elem school,1024 Magnolia Ln,Naperville,60540 7543,Dupage,11,1,1,0,0,NA,NA
elmwood elem school,3025 Ezra Ave,Zion,60099 3124,Lake,10,1,1,0,0,NA,NA
elmwood elem school,501 N Morgan St,Elmwood,61529 9455,Peoria,17,1,NA,0,0,NA,NA
elmwood high school,301 W Butternut St,Elmwood,61529 9454,Peoria,17,1,NA,0,0,NA,NA
elmwood junior high school,301 W Butternut St,Elmwood,61529 9454,Peoria,17,1,NA,0,0,NA,NA
elmwood park high school,8201 W Fullerton Ave,Elmwood Park,60707 2449,Cook,03,1,NA,0,0,NA,NA
elsie c johnson elem sch,1380 Nautilus Ln,Hanover Park,60133 6230,Dupage,08,1,1,6,1,6,1
elverado high school,514 S 6th St,Elkville,62932 0217,Jackson,12,1,1,0,0,NA,NA
elverado intermediate school,190 Harrison St,Vergennes,62994 0035,Jackson,12,1,1,0,0,NA,NA
elverado junior high school,190 Harrison St,Vergennes,62994 0035,Jackson,12,1,1,0,0,NA,NA
elverado primary school,114 S 8th St,Elkville,62932 0130,Jackson,12,1,1,0,0,NA,NA
elwood c c school,409 N Chicago St,Elwood,60421 9367,Will,14,1,1,5,1,4,0.8
emden elementary school,309 Market St,Emden,62635 0259,Logan,15,1,NA,0,0,NA,NA
emerson elem school,6850 31st St,Berwyn,60402 3058,Cook,04,1,1,0,0,NA,NA
emerson elem school,119 S Woodlawn St,Wheaton,60187 4746,Dupage,03,1,1,0,0,NA,NA
emerson elem school,400 N West Ave,Elmhurst,60126 2128,Dupage,06,1,1,0,0,NA,NA
emerson elem school,311 Washington Blvd,Maywood,60153 2154,Cook,07,1,1,15,1,14,0.933333333333333
emerson middle school,8101 N Cumberland Ave,Niles,60714 2736,Cook,09,1,1,0,0,NA,NA
emge junior high school,7401 Westchester Dr,Belleville,62223 2635,Saint Clair,13,1,1,0,0,NA,NA
emily g johns school,430 S Mitchell Dr,Plano,60545 9001,Kendall,14,1,NA,0,0,NA,NA
emmons grade school,24226 W Beach Grove Rd,Antioch,60002 2234,Lake,10,1,1,2,1,2,1
empire elem school,1325 Empire St,Freeport,61032 6114,Stephenson,17,1,1,0,0,NA,NA
enders salk elem school,345 N Salem Dr,Schaumburg,60194 4339,Cook,08,1,1,10,1,7,0.7
enger school,10401 Grand Ave,Franklin Park,60131 2208,Cook,04,1,1,0,0,NA,NA
englewood stem high school,6835 S Normal Blvd,Chicago,60621 2535,Cook,01,1,1,1,1,1,1
enos elem school,524 W Elliott Ave,Springfield,62702 3715,Sangamon,13,1,1,0,0,NA,NA
epg middle school,403 McLean St,Gridley,61744 7739,Woodford,16,1,NA,0,0,NA,NA
epic academy high school,8255 S Houston Ave,Chicago,60617 2191,Cook,02,1,1,0,0,NA,NA
erickson elementary school,277 Springfield Dr,Bloomingdale,60108 2216,Dupage,08,1,NA,0,0,NA,NA
ericson elem scholastic academy,3600 W 5th Ave,Chicago,60624 3162,Cook,07,1,1,14,1,11,0.785714285714286
erie elem charter school,1405 N Washtenaw Ave,Chicago,60622 1632,Cook,03,1,1,0,0,NA,NA
erie elem school,518 7Th Ave,Erie,61250,Whiteside,17,1,NA,0,0,NA,NA
erie high school,435 6th Ave,Erie,61250 9457,Whiteside,17,1,NA,0,0,NA,NA
erie middle school,500 5th Ave,Erie,61250 9439,Whiteside,17,1,NA,0,0,NA,NA
ernest f kolb elem school,9620 Normandy Ave,Oak Lawn,60453 2131,Cook,06,1,1,0,0,NA,NA
esl regional vocational system,1005 State St,East Saint Louis,62201 1907,Saint Clair,NA,0,NA,0,0,NA,NA
esmond elem school,1865 W Montvale Ave,Chicago,60643 4217,Cook,01,1,1,1,1,1,1
estelle kampmeyer elem school,707 N Smiley St,O Fallon,62269 1353,Saint Clair,12,1,1,1,1,1,1
estelle sauget school of choice,1700 Jerome Ln,Cahokia,62206 2329,Saint Clair,13,1,1,1,1,1,1
eswood c c grade school,304 Main St,Lindenwood,61049 7700,Ogle,16,1,NA,0,0,NA,NA
eths day school,1233 Hartrey Ave,Evanston,60202 1056,Cook,09,1,NA,0,0,NA,NA
euclid elem school,711 East Euclid Ave.,Mount Prospect,60056 1221,Cook,09,1,1,3,1,2,0.666666666666667
eugene field elem school,51 Saint Armand Ln,Wheeling,60090 3924,Cook,10,1,1,0,0,NA,NA
eugene field elem school,707 Wisner St,Park Ridge,60068 2708,Cook,09,1,NA,1,1,0,0
eugene field elem school,2900 31st Ave,Rock Island,61201 6323,Rock Island,17,1,1,0,0,NA,NA
eugene field school,412 E Cypress St,Normal,61761 1777,McLean,17,1,NA,0,0,NA,NA
